"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"1569","Uttarakhand","Construction of community centers and community halls","WS/MP204/2026-2027/275906","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","31-Jul-2026","Khajan Singh","Payment Success","398245"
"1570","Punjab","Renovation of ponds and lakes","WS/MP843/2025-2026/219625","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","14-May-2026","BALRAJ KUMAR MAINI AND CO","Payment Success","13500"
"1571","Punjab","Renovation of ponds and lakes","WS/MP843/2025-2026/219625","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","14-May-2026","GLOBAL SURVEY ENGINEERS","Payment Success","17700"
"1572","Punjab","Development of public parks","WS/MP235/2026-2027/301956","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","26-Aug-2026","New Luxmi Iron and Cement Store","Payment Success","47700"
"1573","Punjab","Development of public parks","WS/MP235/2026-2027/301956","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","26-Aug-2026","New Luxmi Iron and Cement Store","Payment Success","45000"
"1574","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277165","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","15-May-2026","New Luxmi Iron and Cement Store","Payment Success","48100"
"1575","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277165","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","15-May-2026","New Luxmi Iron and Cement Store","Payment Success","20760"
"1576","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277165","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","15-May-2026","New Luxmi Iron and Cement Store","Payment Success","35340"
"1577","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277164","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-May-2026","Gursharan Singh","Payment Success","7000"
"1578","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277164","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-May-2026","Gursharan Singh","Payment Success","70000"
"1579","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277164","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","12-May-2026","Gursharan Singh","Payment Success","50000"
"1580","Punjab","Development of playfields and sports grounds","WS/MP235/2026-2027/279289","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Jun-2026","Gursharan Singh","Payment Success","12250"
"1581","Punjab","Development of playfields and sports grounds","WS/MP235/2026-2027/279289","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Jun-2026","Gursharan Singh","Payment Success","50400"
"1582","Punjab","Development of playfields and sports grounds","WS/MP235/2026-2027/279289","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Jun-2026","Gursharan Singh","Payment Success","70000"
"1583","Punjab","Development of playfields and sports grounds","WS/MP235/2026-2027/279289","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Jul-2026","Gursharan Singh","Payment Success","90000"
"1584","Punjab","Development of playfields and sports grounds","WS/MP235/2026-2027/279289","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Jul-2026","Gursharan Singh","Payment Success","24500"
"1585","Punjab","Development of public parks","WS/MP235/2026-2027/290364","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","05-Aug-2026","Gursharan Singh","Payment Success","174500"
"1586","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP100/2025-2026/202218","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","14-May-2026","Jins George","Payment Success","437234"
"1587","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP100/2025-2026/158061","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","08-Jul-2026","Joshy Thomas","Payment Success","399467"
"1588","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277165","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","15-May-2026","RK bricks Industry","Payment Success","47040"
"1589","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277165","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","15-May-2026","RK bricks Industry","Payment Success","47040"
"1590","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277165","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","15-May-2026","RK bricks Industry","Payment Success","5250"
"1591","Maharashtra","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP112/2026-2027/209299","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","19-May-2026","Kaizen Wheels","Payment Success","105298"
"1592","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP235/2025-2026/273484","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","16-Jun-2026","KK Steel Tube","Payment Success","150014"
"1593","Kerala","Construction of buildings for multi-gym","WS/MP18405/2025-2026/168802","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Shri P. P. Suneer (2024-30) (2024-2030)","Elected MP","07-Jul-2026","PAULSON JOSE","Payment Success","217513"
"1594","Punjab","Construction of culverts and bridges","WS/MP235/2026-2027/277172","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","18-May-2026","Baljinder Singh","Payment Success","53900"
"1595","Puducherry","Purchase of IT systems, including hardware and software for educational purposes","WS/MP139/2025-2026/190731","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","14-May-2026","R MURUGAN","Payment Success","706247"
"1596","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP138/2025-2026/204685","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","18-May-2026","SATYABAN BARIK","Payment Success","200000"
"1597","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2026-2027/177181","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","18-May-2026","BASHEER N","Payment Success","647657"
"1598","Uttarakhand","Construction of community centers and community halls","WS/MP850/2024-2025/147843","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","16-May-2026","bhuvan chandra","Payment Success","478800"
"1599","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP235/2026-2027/299123","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Aug-2026","Surjeet Kaur","Payment Success","111550"
"1600","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2026-2027/277158","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","14-May-2026","Surjeet Kaur","Payment Success","226648"
"1601","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/144176","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","16-May-2026","MENKA DEVI","Payment Success","6399"
"1602","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/144176","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","16-May-2026","MENKA DEVI","Payment Success","3318"
"1603","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/144176","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","16-May-2026","MAYAMATI","Payment Success","3081"
"1604","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/144176","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","16-May-2026","MAYAMATI","Payment Success","6399"
"1605","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277164","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","13-May-2026","Dashmesh Bricks Co","Payment Success","5247"
"1606","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277164","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","13-May-2026","Dashmesh Bricks Co","Payment Success","47040"
"1607","Punjab","Construction of bus-sheds or bus-stops","WS/MP235/2026-2027/277164","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","13-May-2026","Dashmesh Bricks Co","Payment Success","47040"
"1608","Punjab","Providing drains and gutters for public drainage","WS/MP235/2025-2026/274851","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","26-Jun-2026","SUNIL KUMAR","Payment Success","495000"
"1609","Punjab","Construction of public irrigation facilities","WS/MP235/2025-2026/274852","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","18-May-2026","SUNIL KUMAR","Payment Success","495000"
"1610","Punjab","Construction of public irrigation facilities","WS/MP235/2025-2026/274853","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","18-May-2026","SUNIL KUMAR","Payment Success","490000"
"1611","Kerala","Construction of boundary walls of existing public and community buildings","WS/MP102/2025-2026/223699","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","14-May-2026","MOHAMMED FAISAL","Payment Success","820454"
"1612","West Bengal","Construction of rooms and halls in school and colleges","WS/MP18383/2025-2026/192075","NADIA(DISTRICT MAGISTRATE NADIA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","19-May-2026","DAS CONSTRUCTION","Payment Success","1197192"
"1613","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP189/2026-2027/224035","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","18-Jun-2026","KHAND VIKAS ADHIKARI SANITATION","Payment Success","35613"
"1614","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP189/2026-2027/224033","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","15-May-2026","KHAND VIKAS ADHIKARI SANITATION","Payment Success","28730"
"1615","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP189/2026-2027/224032","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","20-May-2026","KHAND VIKAS ADHIKARI SANITATION","Payment Success","43581"
"1616","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP189/2026-2027/224036","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","11-Jul-2026","KHAND VIKAS ADHIKARI SANITATION","Payment Success","33010"
"1617","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP189/2026-2027/224031","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Jul-2026","KHAND VIKAS ADHIKARI SANITATION","Payment Success","70636"
"1618","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP189/2026-2027/247310","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","12-Jul-2026","KHAND VIKAS ADHIKARI SANITATION","Payment Success","70636"
"1619","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP140/2025-2026/255050","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","20-May-2026","Satvir Singh So Mohan Singh","Payment Success","5000"
"1620","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP140/2025-2026/255050","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","19-Jun-2026","Satvir Singh So Mohan Singh","Payment Success","14000"
"1621","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP140/2025-2026/255050","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","19-Jun-2026","Karpal Singh so Mohan Singh","Payment Success","11200"
"1622","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP140/2025-2026/255050","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","20-May-2026","Karpal Singh so Mohan Singh","Payment Success","4000"
"1623","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2025-2026/205177","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","05-Aug-2026","PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHAIAHGARIPALLI GP","Payment Success","495171"
"1624","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2025-2026/205179","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","05-Aug-2026","PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHAIAHGARIPALLI GP","Payment Success","499929"
"1625","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP140/2025-2026/255050","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","20-May-2026","Amritpal Singh so Satnam Singh","Payment Success","4000"
"1626","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP140/2025-2026/255050","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","19-Jun-2026","Amritpal Singh so Satnam Singh","Payment Success","11200"
"1627","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2025-2026/205182","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","04-Jul-2026","President Village Level Committee Dhandlopalli GP","Payment Success","399379"
"1628","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2025-2026/193297","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","15-May-2026","NRUSINGHA PRASAD PATRO","Payment Success","300000"
"1629","Haryana","Construction of buildings for crèches and anganwadies","WS/MP18425/2025-2026/215058","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","18-Jun-2026","The Bhavya Cooperative Labour andConstruction Society Limited Bhojkudana","Payment Success","250524"
"1630","Punjab","Construction of community centers and community halls","WS/MP140/2025-2026/255047","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","09-Jul-2026","JASPAL SINGH","Payment Success","31200"
"1631","Punjab","Construction of community centers and community halls","WS/MP140/2025-2026/255047","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","29-Jul-2026","JASPAL SINGH","Payment Success","41154"
"1632","Punjab","Construction of community centers and community halls","WS/MP140/2025-2026/255047","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","20-May-2026","JASPAL SINGH","Payment Success","22400"
"1633","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2025-2026/193295","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","19-May-2026","NABIN MAJHI","Payment Success","220027"
